date,cv_role,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_target,target_level
2017-04-12,always train (rows 1-551),0.120019,0.188111,0.117805,-0.381776,-0.679329,-0.242993,-0.356063,0.156906,0.949931,-0.384948,-0.375995,2344.929932
2017-04-13,always train (rows 1-551),-0.528935,-0.152125,-0.092188,-0.429268,-1.289845,-0.136151,-1.338506,-1.542682,-0.326978,-1.170952,-0.681469,2328.949951
2017-04-17,always train (rows 1-551),1.779403,0.552999,1.652561,1.957786,0.816010,1.456368,0.890124,-0.134684,0.584040,1.729864,0.861335,2349.010010
2017-04-18,always train (rows 1-551),-0.133310,-0.444216,-0.041812,0.198451,-0.137458,-0.325282,-0.401584,-0.649657,-3.102113,-0.815277,-0.290338,2342.189941
2017-04-19,always train (rows 1-551),0.295078,-0.368247,0.166114,-0.506761,-0.535224,0.929366,-0.568152,-0.690963,-0.369399,-0.821956,-0.171635,2338.169922
2017-04-20,always train (rows 1-551),0.416820,1.251066,0.410392,0.318064,0.707221,1.075428,1.363972,0.646071,0.411981,1.290568,0.755726,2355.840088
2017-04-21,always train (rows 1-551),-0.131414,-0.119349,0.182986,1.374074,-0.391331,-0.083472,-0.951626,-0.395010,-0.090273,-1.204023,-0.303507,2348.689941
2017-04-24,always train (rows 1-551),2.326093,2.320946,0.962956,1.701798,0.988281,1.245843,1.450337,0.520527,0.928035,3.525817,1.084007,2374.149902
2017-04-25,always train (rows 1-551),1.127516,1.105768,0.619597,0.577510,0.023147,0.701167,1.055616,0.764376,0.439428,0.868580,0.609069,2388.610107
2017-04-26,always train (rows 1-551),0.033777,-0.065371,-0.588091,-0.132508,0.183998,0.047768,0.059694,-0.403768,0.064824,0.192580,-0.048570,2387.449951
2017-04-27,always train (rows 1-551),0.258656,0.289105,0.076514,0.648686,0.999677,0.777842,-0.644277,-0.171984,0.186204,-0.927264,0.055292,2388.770020
2017-04-28,always train (rows 1-551),3.710848,3.627095,-0.097347,0.278319,0.719749,1.726483,-0.804561,0.479942,-0.218209,-0.696295,-0.191315,2384.199951
2017-05-01,always train (rows 1-551),0.897777,0.729607,2.039685,1.387689,2.512457,1.470884,0.139214,0.502128,-0.105282,0.068978,0.173229,2388.330078
2017-05-02,always train (rows 1-551),0.457750,0.424086,0.634484,-0.158481,-0.136041,0.209871,0.368714,-0.012203,0.291878,-0.643265,0.118905,2391.169922
2017-05-03,always train (rows 1-551),1.212253,1.156652,-0.305087,-0.317484,-0.624119,-0.641423,0.409511,0.792190,-0.299103,0.578053,-0.127136,2388.129883
2017-05-04,always train (rows 1-551),0.661083,0.498343,-0.360393,-0.390879,-0.371931,-0.625831,-0.233911,-1.281738,0.502721,0.114971,0.058210,2389.520020
2017-05-05,always train (rows 1-551),-0.465046,-0.486208,1.658366,0.276141,-0.360519,-0.404365,0.126252,0.465464,-0.354978,-0.114839,0.408870,2399.290039
2017-05-08,always train (rows 1-551),0.884982,0.773356,2.718870,-0.086901,1.593961,0.545776,-0.918642,1.060715,-0.210520,0.114971,0.003745,2399.379883
2017-05-09,always train (rows 1-551),-0.206527,-0.227975,0.640478,0.398296,0.145024,-0.383954,-0.945338,-0.699723,-0.032431,-0.401841,-0.102525,2396.919922
2017-05-10,always train (rows 1-551),-0.195466,-0.363672,-0.474058,0.391068,-0.406164,-0.126258,0.159057,0.453801,-0.324668,0.783850,0.113060,2399.629883
2017-05-11,always train (rows 1-551),0.109984,0.195945,0.864826,-0.140150,-1.226373,-0.166351,-0.274858,0.854583,0.317560,-0.308813,-0.216281,2394.439941
2017-05-12,always train (rows 1-551),-0.078471,0.174086,1.396558,1.448894,-0.116885,0.193302,0.030626,-0.072617,0.357147,-0.275383,-0.147844,2390.899902
2017-05-15,always train (rows 1-551),0.427160,0.521334,-0.256225,-0.351594,0.073149,-0.093137,0.293899,0.302847,2.709474,0.483212,0.477651,2402.320068
2017-05-16,always train (rows 1-551),0.561924,0.631761,-0.147757,0.845543,2.013519,-0.272989,-0.115997,-0.301933,0.614222,0.309165,-0.068690,2400.669922
2017-05-17,always train (rows 1-551),-2.326343,-2.479329,-3.357553,-2.205849,-2.780576,-3.291505,-1.436346,-0.678405,-0.860931,-3.812370,-1.817821,2357.030029
2017-05-18,always train (rows 1-551),0.884147,1.154821,1.524112,1.453280,0.340819,1.939948,0.223242,-0.292684,0.236832,-0.367853,0.368682,2365.719971
2017-05-19,always train (rows 1-551),0.436603,0.405268,0.340872,0.140849,-0.029517,0.270901,1.002358,0.220191,0.023654,0.976631,0.676750,2381.729980
2017-05-22,always train (rows 1-551),0.986749,0.840461,0.607652,1.128313,1.122758,0.121575,1.157804,0.439386,0.204735,-0.094348,0.516013,2394.020020
2017-05-23,always train (rows 1-551),0.672142,0.738970,-0.123397,0.089627,0.336033,-0.114688,0.211949,0.352392,0.204293,1.251492,0.183787,2398.419922
2017-05-24,always train (rows 1-551),0.727434,0.647119,-0.299047,0.906812,0.131013,1.330441,-0.332368,-0.351154,-0.007817,-0.058322,0.248913,2404.389893
2017-05-25,always train (rows 1-551),1.457620,1.526758,0.345597,1.329111,1.236035,1.279672,0.224344,-0.656210,0.678907,-0.420040,0.444195,2415.070068
2017-05-26,always train (rows 1-551),0.142165,0.199067,-0.168958,0.241605,0.488403,0.111870,0.235934,-0.244677,-0.478337,0.011743,0.031055,2415.820068
2017-05-30,always train (rows 1-551),0.291968,0.453956,0.039049,0.092385,0.643194,0.164339,-0.350052,-0.551816,0.149711,-1.710397,-0.120462,2412.909912
2017-05-31,always train (rows 1-551),-0.911487,-1.129237,-0.592185,-0.208689,-0.809608,-0.603761,0.102961,-0.739807,0.896877,-2.085813,-0.045997,2411.800049
2017-06-01,always train (rows 1-551),0.121574,0.216612,0.274938,0.133723,0.372309,0.046211,0.834950,0.248440,0.413261,1.107695,0.757111,2430.060059
2017-06-02,always train (rows 1-551),0.792270,0.894562,1.481906,1.082379,2.368063,1.372673,-0.222015,-1.487012,1.009452,-0.505645,0.370773,2439.070068
2017-06-05,always train (rows 1-551),0.779022,0.828204,-0.977781,0.457924,0.724624,0.013027,0.138319,0.779875,0.215260,0.181514,-0.121766,2436.100098
2017-06-06,always train (rows 1-551),-0.717223,-0.722798,0.337805,-0.824648,0.332072,-0.533763,-0.234206,1.360461,0.360520,0.205351,-0.277904,2429.330078
2017-06-07,always train (rows 1-551),0.483620,0.447492,0.595651,0.704886,-0.179286,0.202863,0.222714,-0.369413,-0.061122,1.145124,0.156826,2433.139893
2017-06-08,always train (rows 1-551),0.277579,0.251791,-0.244582,0.019797,-0.607779,1.038400,0.264266,-0.358402,-0.152967,1.239385,0.026720,2433.790039
2017-06-09,always train (rows 1-551),-3.401453,-3.414641,-3.877638,-3.163510,-2.265517,-3.302947,1.832992,1.872958,0.750655,2.366143,-0.082999,2431.770020
2017-06-12,always train (rows 1-551),-0.856586,-0.729599,-2.389594,-1.369713,-0.767878,-0.775401,0.294118,0.974095,0.220482,0.023007,-0.097876,2429.389893
2017-06-13,always train (rows 1-551),0.903505,1.113575,0.804545,1.645755,1.246749,1.509020,0.568916,0.036189,0.151718,0.333379,0.451151,2440.350098
2017-06-14,always train (rows 1-551),-0.264804,-0.276909,-0.975483,-0.440460,-0.537847,-0.285361,-0.011666,-1.072821,0.568128,-0.206249,-0.099583,2437.919922
2017-06-15,always train (rows 1-551),-0.800691,-0.888749,-0.599377,-1.259643,-0.526556,-0.299506,-0.524931,0.231503,0.203314,-0.597065,-0.223960,2432.459961
2017-06-16,always train (rows 1-551),-0.162458,-0.268497,2.441482,0.143055,-1.399923,0.560747,-0.041048,1.495282,0.984691,-0.450511,0.028364,2433.149902
2017-06-19,always train (rows 1-551),1.731659,1.871711,0.755277,2.860742,1.242867,1.480350,0.627644,-0.874371,-0.208403,2.193092,0.834723,2453.459961
2017-06-20,always train (rows 1-551),-0.638829,-0.703999,-0.259248,-0.908824,-1.354610,-0.405577,-0.582920,-0.543762,0.111882,-0.624519,-0.669664,2437.030029
2017-06-21,always train (rows 1-551),0.990706,0.927783,0.971193,0.593018,0.514977,1.090305,-0.545299,-1.056967,0.514080,-0.457029,-0.058264,2435.610107
2017-06-22,always train (rows 1-551),-0.201296,-0.245960,-0.092795,-0.164528,-0.014272,-0.331358,-0.766412,-0.442023,0.845023,-0.114768,-0.045578,2434.500000
2017-06-23,always train (rows 1-551),0.969662,0.888110,0.243686,0.446384,1.352169,1.088653,-0.653521,0.653634,0.279285,-0.183907,0.156092,2438.300049
2017-06-26,always train (rows 1-551),-1.419763,-1.379461,-0.972361,-0.314488,-0.954954,-0.954389,0.161467,-0.453348,-0.065965,0.437546,0.031580,2439.070068
2017-06-27,always train (rows 1-551),-2.468895,-2.618994,-1.730418,-1.433242,-1.871536,-1.959761,-0.083587,-0.159999,-0.975513,0.928423,-0.807282,2419.379883
2017-06-28,always train (rows 1-551),1.362742,1.419125,1.387207,1.461055,0.852479,1.766510,1.517773,0.517788,-0.881390,2.010193,0.880807,2440.689941
2017-06-29,always train (rows 1-551),-2.413087,-2.413670,-1.454056,-1.474309,-1.876814,-1.435675,-0.347281,-1.018024,-0.881813,1.480782,-0.860002,2419.699951
2017-06-30,always train (rows 1-551),-0.867971,-0.987129,0.236615,-0.812558,0.642437,-0.039725,0.041342,0.037175,-0.263854,0.274250,0.153323,2423.409912
2017-07-03,always train (rows 1-551),-1.099312,-1.103749,-0.361060,-1.481411,-1.102555,-1.688955,1.434733,1.697010,0.461096,2.035220,0.231083,2429.010010
2017-07-05,always train (rows 1-551),1.392132,1.447658,0.411164,1.860204,1.334903,1.286780,0.029105,-1.522542,0.556819,1.002671,0.145328,2432.540039
2017-07-06,always train (rows 1-551),-0.490221,-0.550632,-0.943858,-0.644430,-0.738267,-1.011016,-0.960145,-0.902915,-0.838050,-0.320231,-0.936882,2409.750000
2017-07-07,always train (rows 1-551),1.414286,1.312482,1.411194,1.015884,1.297963,1.760509,0.552293,0.124827,0.015063,0.503311,0.640313,2425.179932
2017-07-10,always train (rows 1-551),1.083089,1.111479,1.809436,0.610368,0.748599,1.360265,-0.520042,-0.074766,-0.746945,-0.703225,0.092777,2427.429932
2017-07-11,always train (rows 1-551),0.266039,0.138892,-0.234830,0.324019,0.014271,1.153085,-0.593242,0.548874,-0.243263,-0.386322,-0.078268,2425.530029
2017-07-12,always train (rows 1-551),1.481870,1.477275,1.245309,0.144287,1.657409,2.337885,0.401792,0.446658,0.762044,-0.344691,0.730561,2443.250000
2017-07-13,always train (rows 1-551),0.122997,0.352830,-0.584194,1.392893,0.871432,0.226552,-0.135355,0.012380,-0.279820,0.637755,0.187458,2447.830078
2017-07-14,always train (rows 1-551),0.831904,0.932255,0.859404,1.407207,0.117922,0.445807,-0.129649,0.382802,0.561211,-0.913017,0.467350,2459.270020
2017-07-17,always train (rows 1-551),-0.097250,-0.268836,0.348943,0.821511,0.783203,-0.150021,0.407153,-0.516733,-0.339405,-0.932225,-0.005291,2459.139893
2017-07-18,always train (rows 1-551),1.126068,1.256538,1.426678,0.347664,-0.068155,1.959547,0.088149,-0.321523,1.748054,-0.350122,0.059786,2460.610107
2017-07-19,always train (rows 1-551),0.589704,0.568657,0.236221,0.626340,0.763988,0.785962,0.522576,0.310167,0.557796,0.142717,0.537264,2473.830078
2017-07-20,always train (rows 1-551),-0.058434,-0.282209,0.178218,0.487390,-0.450306,0.237578,0.075937,0.012354,1.005818,0.000000,-0.015366,2473.449951
2017-07-21,always train (rows 1-551),0.166306,0.492702,-0.294548,-0.046499,-0.579327,-0.060755,0.005833,-0.915156,-0.922575,-0.339900,-0.036787,2472.540039
2017-07-24,always train (rows 1-551),0.449771,0.762645,1.294759,1.211135,-0.257494,0.954815,0.017508,-0.312011,-1.699846,0.429085,-0.106373,2469.909912
2017-07-25,always train (rows 1-551),-2.932969,-3.023439,0.088554,0.427370,0.801614,-0.433743,0.916151,0.500814,-0.849523,1.665187,0.292317,2477.129883
2017-07-26,always train (rows 1-551),-0.383880,-0.305045,1.243424,0.471427,-0.188712,0.199665,0.046260,0.124573,-0.705206,-0.937462,0.028266,2477.830078
2017-07-27,always train (rows 1-551),-1.326001,-1.446503,-0.645897,-1.889759,-1.201875,2.916487,0.017338,0.572375,-0.091652,-0.413356,-0.097269,2475.419922
2017-07-28,always train (rows 1-551),0.611018,0.796492,-2.481836,-0.704077,-0.164022,1.179295,0.548972,-1.521763,0.779662,-0.294942,-0.134112,2472.100098
2017-07-31,always train (rows 1-551),-1.338793,-1.171490,-0.515062,-0.465528,-3.162619,-1.855605,0.557472,0.552793,0.659834,0.569641,-0.072815,2470.300049
2017-08-01,always train (rows 1-551),0.112113,0.035467,0.887559,-0.165025,0.851408,0.360396,0.754411,0.162440,-0.158239,1.339889,0.244912,2476.350098
2017-08-02,always train (rows 1-551),0.114086,4.725093,-0.047269,-0.030121,-0.440925,-0.329659,0.884913,0.536339,-0.264112,0.086011,0.049265,2477.570068
2017-08-03,always train (rows 1-551),-0.774556,-0.999132,-0.724439,-0.152233,-0.900697,-0.419378,0.640989,-0.136498,0.900427,-0.655140,-0.218365,2472.159912
2017-08-04,always train (rows 1-551),0.583879,0.527112,0.466644,0.734583,0.066877,0.610955,0.519578,-0.347856,-0.127515,1.254042,0.188910,2476.830078
2017-08-07,always train (rows 1-551),1.547391,-0.004243,0.150861,-0.385230,0.474892,1.391331,-1.044912,-0.062301,-0.240249,0.384363,0.164720,2480.909912
2017-08-08,always train (rows 1-551),0.799723,-0.164944,-0.276522,0.538681,-0.244889,-0.436087,-0.904292,-0.249523,-0.444085,-0.361635,-0.241443,2474.919922
